musician,years,hours,sex,age,filename,excerpt,condition,track,condition_cong,selected,Filename,Subject,Excerpt,Condition,kinEnerg,convexhull,cumuldist,density,speed,acceleration,jerk,directness,distance,fluidity,symmetry,shoulderhead,shoulderpelvis,headpelvis,shoulderheadThreshold,shoulderpelvisThreshold,headpelvisThreshold,norm,sampentrop,corr,cov,sync,SPECTRE_CENTROID,SPECTRE_SPREAD,SPECTRE_SKEWNESS,SPECTRE_KURTOSIS,SPECTRE_FLATNESS,SPECTRE_ENTROPIE,CEPSTRE_MEAN,CEPSTRE_MAX,CEPSTRE_CENTROID,RMS,ROLLOFF,BRIGHTNESS_1000,BRIGHTNESS_1500,BRIGHTNESS_3000,ZEROCROSS,ROUGHNESS,FLUX_DU_SPECTRE,FLUX_DU_CEPSTRE,HCDF,EVENTDENSITY,KEYCLARITY,MODE,PULSECLARITY,METRICAL_CENTROID,METRICAL_STRENGTH,TEMPO,TEMPO_CHANGE,NOVELTY_METRIC,NOVELTY_SPECTRE,NOVELTY_CEPSTRE,NOVELTY_AC_WAVEFORM,NOVELTY_MFCC,NOVELTY_CHROMAGRAM_1,NOVELTY_KEYSTRENGTH_1,NOVELTY_CHROMAGRAM_2,NOVELTY_KEYSTRENGTH_2
M1,33,30,F,40,01_Mo_Dp_T1.tsv,5MoWa,1Dp,T1,1Dp,0,01_Mo_Dp_T1.tsv,1,Wandering_Moldau,Deadpan,8.75E-05,1.78E-01,5.08E-01,4.68E-01,1.00E-02,2.30E-02,2.30E-01,3.39E+00,4.07E-01,-7.66E-22,9.46E-01,3.50E+00,1.29E+00,3.73E+00,7.00E+00,2.43E+00,6.34E+00,1.20E+00,1.54E-02,5.15E-01,7.45E-06,3.54E-02,3326.6,3557.2,2.1682,8.1298,0.13472,0.71488,121.03,4072.6,0.018471,0.02774,5982.1,0.68602,0.62743,0.35802,1667.3,0.78202,73.628,55892,0.80646,1,0.61281,-0.076219,0.19238,243.36,0.34361,127.59,-0.0030987,0.12893,0.30476,0.26456,0.27267,0.39708,0.14426,0.13824,0.4173,0.31825
M1,33,30,F,40,01_Mo_Dp_T2.tsv,5MoWa,1Dp,T2,1Dp,0,01_Mo_Dp_T2.tsv,1,Wandering_Moldau,Deadpan,1.10E-04,1.80E-01,5.80E-01,4.68E-01,1.26E-02,2.36E-02,1.78E-01,3.72E+00,3.95E-01,-2.04E-21,9.60E-01,6.21E+00,9.81E-01,5.51E+00,8.84E+00,2.35E+00,8.86E+00,1.20E+00,1.98E-02,1.69E-01,9.41E-07,4.81E-02,3268.7,3490.8,2.2458,8.4199,0.12905,0.70619,119.59,3909.4,0.018569,0.030325,5953.9,0.67188,0.61331,0.35579,1578.7,0.92366,78.318,55871,0.74364,2,0.60783,-0.087039,0.20086,251.5,0.31788,191.07,0.001195,0.13134,0.34389,0.22309,0.13544,0.37177,0.10982,0.14062,0.2938,0.27533
M1,33,30,F,40,01_Mo_Fl_T1.tsv,5MoWa,3Fl,T1,5Nothing,0,01_Mo_Fl_T1.tsv,1,Wandering_Moldau,Flow,8.91E-04,1.90E-01,1.79E+00,4.71E-01,2.77E-02,5.67E-02,2.89E-01,2.54E+00,4.17E-01,2.12E-22,9.66E-01,3.60E+00,2.29E+00,4.96E+00,1.16E+01,4.29E+00,1.25E+01,1.21E+00,1.37E-02,7.47E-01,3.25E-04,1.34E-01,2851.6,3241.2,2.5203,10.166,0.11756,0.69683,115.95,3483,0.018908,0.024878,5133,0.62198,0.5427,0.28657,1324.4,0.15352,61.165,55547,0.60303,1,0.60017,-0.080033,0.20093,309.61,0.3515,138.51,0.00022462,0.20259,0.41877,0.41364,0.17903,0.2961,0.12773,0.13261,0.23303,0.20652
M1,33,30,F,40,01_Mo_Fl_T2.tsv,5MoWa,3Fl,T2,5Nothing,0,01_Mo_Fl_T2.tsv,1,Wandering_Moldau,Flow,9.32E-04,1.92E-01,1.92E+00,4.70E-01,3.22E-02,5.87E-02,1.87E-01,2.27E+00,4.30E-01,-1.49E-21,9.43E-01,4.99E+00,2.04E+00,6.06E+00,1.08E+01,4.89E+00,1.40E+01,1.21E+00,1.60E-02,6.45E-01,2.16E-04,3.20E-01,2855.6,3159.1,2.5713,11.026,0.11776,0.70602,116.05,3393.7,0.018959,0.019188,5028,0.62402,0.54402,0.2891,1367.2,0.028286,48.86,55660,0.61986,1,0.59994,-0.082539,0.15748,286.43,0.38474,136.88,-0.0067821,0.20222,0.31391,0.34082,0.19333,0.36461,0.14063,0.15685,0.21784,0.15142
M1,33,30,F,40,01_Mo_Fo_T1.tsv,5MoWa,5Fo,T1,5Nothing,0,01_Mo_Fo_T1.tsv,1,Wandering_Moldau,Force,3.10E-04,1.81E-01,9.31E-01,4.66E-01,1.73E-02,3.51E-02,1.67E-01,3.93E+00,4.10E-01,-3.52E-21,9.73E-01,1.69E+01,1.19E+00,1.72E+01,2.37E+01,2.93E+00,2.34E+01,1.22E+00,1.50E-02,5.08E-01,7.60E-05,1.67E-01,2978.7,3207.3,2.3969,10.153,0.11128,0.71323,119.5,3968.9,0.01845,0.033218,5614.8,0.63984,0.5787,0.31866,1348.7,0.8182,93.91,55686,0.69271,1,0.60249,-0.093803,0.19608,302.62,0.3408,157.4,-0.0019428,0.23233,0.27692,0.27558,0.18351,0.26709,0.13565,0.12001,0.22028,0.123
M1,33,30,F,40,01_Mo_Fo_T2.tsv,5MoWa,5Fo,T2,5Nothing,0,01_Mo_Fo_T2.tsv,1,Wandering_Moldau,Force,4.50E-04,1.79E-01,1.12E+00,4.64E-01,2.11E-02,4.68E-02,2.34E-01,4.71E+00,4.00E-01,1.10E-21,9.51E-01,1.93E+01,2.10E+00,1.81E+01,2.79E+01,4.66E+00,2.80E+01,1.21E+00,2.11E-02,3.90E-01,4.19E-05,2.76E-01,3093.1,3320.8,2.2782,9.0047,0.12076,0.72577,120.84,4054,0.018335,0.03375,5729.2,0.65943,0.60352,0.34928,1513.7,1.0745,107.63,55730,0.62673,1.5,0.6048,-0.098885,0.18295,314.34,0.34156,139.61,-0.0073463,0.20438,0.28791,0.26937,0.20504,0.26304,0.14499,0.13084,0.29288,0.32478
M1,33,30,F,40,01_Mo_In_T1.tsv,5MoWa,6In,T1,4Incong,0,01_Mo_In_T1.tsv,1,Wandering_Moldau,Interior,5.75E-04,1.85E-01,1.24E+00,4.68E-01,2.45E-02,4.20E-02,2.02E-01,4.16E+00,4.18E-01,-2.65E-21,9.66E-01,1.41E+01,1.63E+00,1.54E+01,1.95E+01,4.59E+00,2.12E+01,1.21E+00,2.23E-02,4.40E-01,3.06E-05,1.55E-01,3072.6,3261.6,2.3162,9.5361,0.11697,0.72452,119.42,3843.3,0.018436,0.032134,5636.3,0.65336,0.59602,0.33456,1516.6,0.38686,84.538,55831,0.6668,1,0.60161,-0.089989,0.17608,304.9,0.36714,158.46,-0.0024435,0.1816,0.21702,0.27988,0.11603,0.27123,0.094213,0.11545,0.16819,0.16056
M1,33,30,F,40,01_Mo_In_T2.tsv,5MoWa,6In,T2,4Incong,0,01_Mo_In_T2.tsv,1,Wandering_Moldau,Interior,6.72E-04,1.83E-01,1.19E+00,4.67E-01,2.45E-02,4.64E-02,2.80E-01,3.40E+00,4.20E-01,2.76E-21,9.59E-01,1.13E+01,2.07E+00,1.06E+01,2.02E+01,4.07E+00,1.98E+01,1.21E+00,2.36E-02,2.39E-01,1.78E-05,2.13E-01,3090.4,3288.3,2.3241,9.2873,0.12059,0.71909,118.94,3827.3,0.018551,0.028111,5665.9,0.65247,0.58703,0.33559,1460.1,1.1498,85.719,55851,0.63865,1,0.60023,-0.07632,0.21021,299.41,0.39022,156.31,-0.0012976,0.21063,0.23588,0.2097,0.15831,0.28564,0.12639,0.12332,0.29742,0.28773
M1,33,30,F,40,01_Mo_Mo_T1.tsv,5MoWa,4Mo,T1,5Nothing,0,01_Mo_Mo_T1.tsv,1,Wandering_Moldau,Movement,3.82E-03,1.98E-01,4.11E+00,4.68E-01,7.14E-02,1.36E-01,5.15E-01,1.86E+00,4.17E-01,1.82E-21,9.57E-01,1.16E+01,2.43E+00,1.23E+01,1.64E+01,6.73E+00,1.96E+01,1.20E+00,1.91E-02,8.18E-01,1.20E-03,1.03E-01,3050.3,3216.7,2.3628,9.8411,0.11669,0.71491,117.88,3864.7,0.018525,0.034345,5637.6,0.65133,0.59096,0.31542,1428,0.74925,85.065,56343,0.68227,1,0.60872,-0.094562,0.19062,305.16,0.35442,128.31,-0.0038581,0.15453,0.27898,0.24194,0.097461,0.32827,0.089958,0.10137,0.28743,0.27645
M1,33,30,F,40,01_Mo_Mo_T2.tsv,5MoWa,4Mo,T2,5Nothing,0,01_Mo_Mo_T2.tsv,1,Wandering_Moldau,Movement,3.25E-03,1.94E-01,3.95E+00,4.68E-01,6.54E-02,1.47E-01,5.24E-01,1.75E+00,4.15E-01,-1.67E-21,9.68E-01,7.40E+00,2.42E+00,6.01E+00,1.22E+01,6.25E+00,1.33E+01,1.19E+00,2.41E-02,8.39E-01,9.53E-04,3.78E-01,3053.3,3205.4,2.3245,9.466,0.11631,0.71891,119.2,3968.5,0.018311,0.032653,5823.4,0.65194,0.58645,0.32717,1350.1,0.40763,99.918,55802,0.59788,1,0.59984,-0.091816,0.16899,309.47,0.3523,125.1,-0.0026015,0.19933,0.3042,0.24608,0.16486,0.27804,0.12937,0.13588,0.25182,0.15088
M1,33,30,F,40,01_Mo_Pr_T1.tsv,5MoWa,2Pr,T1,2Pr,0,01_Mo_Pr_T1.tsv,1,Wandering_Moldau,Projected,2.97E-04,1.81E-01,9.47E-01,4.67E-01,1.92E-02,3.73E-02,2.02E-01,4.65E+00,4.04E-01,8.23E-24,9.67E-01,9.22E+00,1.01E+00,1.05E+01,1.50E+01,3.90E+00,1.72E+01,1.22E+00,2.03E-02,6.28E-01,3.25E-05,1.67E-01,3155.5,3327.2,2.3425,9.102,0.12495,0.72337,121.32,4054.4,0.018244,0.029031,5644.4,0.68689,0.61732,0.34693,1647.2,1.6663,95.32,56163,0.78397,1,0.61107,-0.086079,0.16235,292.95,0.35291,158.63,-0.0053916,0.21986,0.32277,0.31893,0.14799,0.31883,0.169,0.15515,0.43366,0.28923
M1,33,30,F,40,01_Mo_Pr_T2.tsv,5MoWa,2Pr,T2,2Pr,0,01_Mo_Pr_T2.tsv,1,Wandering_Moldau,Projected,4.52E-04,1.80E-01,1.20E+00,4.66E-01,2.52E-02,4.61E-02,2.05E-01,2.08E+00,4.11E-01,2.13E-22,9.68E-01,9.91E+00,9.75E-01,1.05E+01,1.41E+01,3.74E+00,1.61E+01,1.20E+00,2.14E-02,6.21E-01,5.73E-05,2.83E-01,3218.1,3338.3,2.2795,9.239,0.12551,0.7273,120.41,3920.1,0.018346,0.027951,5764.1,0.69078,0.63375,0.36181,1678.7,0.99395,87.391,55896,0.74771,1,0.60525,-0.086941,0.1998,300.65,0.38385,143.25,-0.0019326,0.17495,0.36785,0.31266,0.2094,0.25531,0.16129,0.20215,0.45619,0.39136
M1,33,30,F,40,01_Mo_Wa_T1.tsv,5MoWa,7Wa,T1,3Cong,0,01_Mo_Wa_T1.tsv,1,Wandering_Moldau,Wandering,3.95E-04,1.80E-01,1.13E+00,4.68E-01,2.27E-02,4.59E-02,2.35E-01,5.21E+00,4.04E-01,-8.84E-22,9.74E-01,1.34E+01,4.05E+00,1.82E+01,1.89E+01,7.27E+00,2.49E+01,1.18E+00,2.09E-02,5.51E-01,4.80E-05,2.93E-01,2991.1,3290.3,2.396,9.4123,0.12501,0.72521,116.72,3520,0.018658,0.023548,5579.8,0.62252,0.5666,0.31135,1315.8,0.86164,72.447,55703,0.6727,1,0.59359,-0.08497,0.21382,292.59,0.36123,130.69,-0.0041366,0.3072,0.12993,0.19515,0.10716,0.14989,0.14338,0.15012,0.33226,0.33532
M1,33,30,F,40,01_Mo_Wa_T2.tsv,5MoWa,7Wa,T2,3Cong,0,01_Mo_Wa_T2.tsv,1,Wandering_Moldau,Wandering,6.26E-04,1.83E-01,1.11E+00,4.69E-01,2.33E-02,4.58E-02,2.64E-01,4.99E+00,4.08E-01,1.67E-21,9.80E-01,1.16E+01,7.16E+00,1.92E+01,1.70E+01,1.02E+01,2.44E+01,1.19E+00,2.48E-02,1.84E-01,1.15E-05,1.62E-01,3001.2,3241,2.4271,9.879,0.12062,0.71874,118.45,3616.1,0.018563,0.027201,5521.9,0.64091,0.57089,0.30934,1380.1,0.7338,87.641,55759,0.68034,1,0.60134,-0.087272,0.16384,309.63,0.3149,147.94,-0.0007271,0.26349,0.19698,0.29285,0.11358,0.19663,0.10753,0.13695,0.23252,0.30267
M1,33,30,F,40,01_Pa_Dp_T1.tsv,2PaMo,1Dp,T1,1Dp,0,01_Pa_Dp_T1.tsv,1,Movement_Partita,Deadpan,3.03E-05,1.89E-01,3.94E-01,4.72E-01,6.50E-03,1.67E-02,1.93E-01,3.08E+00,3.61E-01,7.81E-22,9.78E-01,8.48E+00,9.50E-01,9.00E+00,9.38E+00,2.04E+00,1.06E+01,1.22E+00,1.84E-02,2.84E-01,1.25E-06,1.59E-01,2765.8,3154.7,2.4434,10.006,0.11968,0.7429,127.11,3210.4,0.018051,0.031042,4987.6,0.6377,0.56825,0.30757,1417.2,4.4056,140.34,56713,1.0035,2,0.62777,-0.023661,0.46647,364.01,0.43528,201.12,-0.00017941,0.022234,0.13325,0.070048,0.20148,0.19229,0.14228,0.11108,0.11308,0.12227
M1,33,30,F,40,01_Pa_Dp_T2.tsv,2PaMo,1Dp,T2,1Dp,0,01_Pa_Dp_T2.tsv,1,Movement_Partita,Deadpan,4.99E-05,1.92E-01,5.39E-01,4.71E-01,8.24E-03,2.00E-02,2.29E-01,2.00E+00,3.84E-01,2.00E-21,9.60E-01,6.62E+00,8.33E-01,7.33E+00,7.95E+00,2.55E+00,9.98E+00,1.21E+00,1.10E-02,4.88E-01,9.57E-06,4.21E-02,2867.4,3197.2,2.3665,9.0709,0.12457,0.74499,127.53,3202.6,0.018278,0.029473,5519.3,0.65932,0.57327,0.30573,1559.4,3.8492,136.7,57026,1.0557,2,0.62598,-0.032592,0.47323,340.11,0.42219,192.66,0.0009576,0.037044,0.2515,0.069552,0.19838,0.26701,0.12621,0.064542,0.090473,0.11233
M1,33,30,F,40,01_Pa_Fl_T1.tsv,2PaMo,3Fl,T1,5Nothing,0,01_Pa_Fl_T1.tsv,1,Movement_Partita,Flow,4.62E-04,2.12E-01,1.98E+00,4.71E-01,2.24E-02,3.91E-02,2.43E-01,2.54E+00,4.44E-01,3.02E-21,9.45E-01,1.89E+01,2.78E+00,2.18E+01,2.16E+01,4.40E+00,2.49E+01,1.20E+00,1.37E-02,6.83E-01,1.99E-04,2.12E-01,2730.8,3003.4,2.6522,11.669,0.115,0.71714,125.13,2953.7,0.018556,0.024694,4656.6,0.66756,0.54026,0.28765,1438,2.1208,98.325,56940,0.92582,2,0.64187,-0.003512,0.27487,329.55,0.38228,193.88,-0.0014823,0.071247,0.22498,0.067446,0.18916,0.21283,0.19972,0.13575,0.18632,0.16995
M1,33,30,F,40,01_Pa_Fl_T2.tsv,2PaMo,3Fl,T2,5Nothing,0,01_Pa_Fl_T2.tsv,1,Movement_Partita,Flow,4.31E-04,2.12E-01,2.22E+00,4.72E-01,2.48E-02,3.99E-02,2.10E-01,1.58E+00,4.37E-01,1.08E-21,9.28E-01,1.68E+01,1.88E+00,1.87E+01,1.99E+01,5.59E+00,2.43E+01,1.21E+00,1.42E-02,6.39E-01,2.25E-04,1.59E-01,2693.4,2976.1,2.6825,12.117,0.11228,0.71565,124.38,3010.6,0.018722,0.020143,4552.9,0.67681,0.54817,0.29231,1463,1.3149,82.423,56669,0.93738,2,0.66121,-0.00865,0.24219,291.58,0.47073,188.98,0.0040042,0.067855,0.10141,0.051758,0.19124,0.22726,0.18225,0.098948,0.19883,0.078891
M1,33,30,F,40,01_Pa_Fo_T1.tsv,2PaMo,5Fo,T1,5Nothing,0,01_Pa_Fo_T1.tsv,1,Movement_Partita,Force,1.65E-04,1.94E-01,8.25E-01,4.67E-01,1.40E-02,2.86E-02,2.38E-01,3.59E+00,4.02E-01,6.09E-22,9.60E-01,2.01E+01,2.66E+00,2.29E+01,2.25E+01,5.03E+00,2.67E+01,1.21E+00,1.53E-02,3.82E-01,6.25E-05,1.21E-01,2894.3,2970.4,2.503,10.773,0.11462,0.74928,128.1,3338,0.018175,0.03498,4995.7,0.69067,0.58332,0.32296,1583,5.9592,171.75,57343,0.83304,1,0.62894,-0.0092105,0.23789,379.52,0.41151,126.8,0.0017264,0.1026,0.23978,0.060022,0.11587,0.21525,0.15413,0.057699,0.1725,0.046673
M1,33,30,F,40,01_Pa_Fo_T2.tsv,2PaMo,5Fo,T2,5Nothing,0,01_Pa_Fo_T2.tsv,1,Movement_Partita,Force,1.14E-04,2.00E-01,7.53E-01,4.70E-01,1.33E-02,2.69E-02,3.18E-01,4.25E+00,4.27E-01,4.21E-22,9.51E-01,2.50E+01,2.19E+00,2.73E+01,3.00E+01,4.82E+00,3.37E+01,1.22E+00,1.54E-02,3.42E-01,2.55E-05,1.12E-01,2860.4,3101.2,2.4503,10.105,0.12075,0.74598,128.38,3266.3,0.01812,0.043728,4972.9,0.68518,0.5695,0.31425,1557.3,14.45,215.18,56949,0.82142,2,0.62593,-0.0053643,0.24777,378.14,0.43838,125.23,-0.0027218,0.076416,0.20226,0.069192,0.19502,0.23643,0.14223,0.056406,0.14881,0.10709
M1,33,30,F,40,01_Pa_In_T1.tsv,2PaMo,6In,T1,4Incong,0,01_Pa_In_T1.tsv,1,Movement_Partita,Interior,2.00E-04,1.95E-01,9.82E-01,4.65E-01,1.46E-02,2.89E-02,1.99E-01,3.11E+00,4.03E-01,1.62E-22,9.50E-01,1.81E+01,1.71E+00,1.97E+01,2.30E+01,4.57E+00,2.71E+01,1.21E+00,1.21E-02,6.07E-01,5.84E-05,1.60E-01,2844.3,2986.4,2.5019,10.785,0.1165,0.73669,126.69,3262.6,0.018139,0.035798,4940.5,0.70124,0.57974,0.31307,1582.3,6.7221,168.69,57257,0.9287,2,0.63512,-0.021967,0.23041,367.54,0.40225,220,-0.0013603,0.062076,0.19099,0.11064,0.22192,0.24375,0.15419,0.058668,0.19218,0.060786
M1,33,30,F,40,01_Pa_In_T2.tsv,2PaMo,6In,T2,4Incong,0,01_Pa_In_T2.tsv,1,Movement_Partita,Interior,1.21E-04,1.90E-01,8.79E-01,4.65E-01,1.32E-02,2.27E-02,2.24E-01,3.56E+00,4.04E-01,-2.88E-21,9.31E-01,2.18E+01,1.01E+00,2.23E+01,2.55E+01,3.82E+00,2.85E+01,1.20E+00,9.51E-03,4.43E-01,5.60E-05,1.07E-01,2865.7,3031.3,2.4214,10.046,0.11539,0.7399,127.94,3266.7,0.018226,0.032111,5010.5,0.69717,0.58598,0.31389,1658.7,4.8762,144.9,56830,0.89536,1,0.64016,-0.022356,0.22018,312.31,0.51548,121.13,-0.00041396,0.075632,0.16905,0.086381,0.24055,0.22424,0.098577,0.049641,0.12768,0.076311
M1,33,30,F,40,01_Pa_Mo_T1.tsv,2PaMo,4Mo,T1,3Cong,0,01_Pa_Mo_T1.tsv,1,Movement_Partita,Movement,2.43E-03,2.01E-01,4.09E+00,4.68E-01,5.96E-02,1.24E-01,5.16E-01,2.60E+00,3.97E-01,-1.84E-23,9.67E-01,1.58E+01,1.08E+00,1.55E+01,2.22E+01,2.66E+00,2.19E+01,1.19E+00,1.74E-02,8.76E-01,9.01E-04,1.91E-01,2788.1,2980.6,2.5373,11.011,0.11432,0.74543,125.62,3151.7,0.017921,0.034553,4737.3,0.68036,0.56376,0.3117,1530.1,4.0756,166.74,56989,0.81028,1,0.64728,-0.0034314,0.27175,368.76,0.4097,140.99,-0.00076522,0.036158,0.29371,0.065384,0.32886,0.27393,0.10221,0.062196,0.1147,0.047064
M1,33,30,F,40,01_Pa_Mo_T2.tsv,2PaMo,4Mo,T2,3Cong,0,01_Pa_Mo_T2.tsv,1,Movement_Partita,Movement,8.93E-04,2.01E-01,3.10E+00,4.66E-01,3.46E-02,7.98E-02,5.03E-01,3.93E+00,3.90E-01,-2.79E-21,9.55E-01,1.31E+01,1.56E+00,1.46E+01,1.83E+01,3.85E+00,1.97E+01,1.20E+00,1.08E-02,8.83E-01,1.29E-03,1.63E-01,2832.3,2969.8,2.4749,10.511,0.11799,0.74844,125.29,3180.7,0.018046,0.031352,4920.3,0.68148,0.56312,0.3077,1525.8,3.1094,164.12,57000,0.97341,1,0.65336,0.020046,0.25965,334.71,0.52196,126.88,0.00075088,0.078866,0.24993,0.077559,0.19917,0.26582,0.10172,0.033624,0.16119,0.035848
M1,33,30,F,40,01_Pa_Pr_T1.tsv,2PaMo,2Pr,T1,2Pr,0,01_Pa_Pr_T1.tsv,1,Movement_Partita,Projected,1.43E-04,1.92E-01,7.45E-01,4.67E-01,1.37E-02,2.90E-02,3.12E-01,4.58E+00,4.10E-01,-1.32E-21,9.67E-01,1.83E+01,2.56E+00,2.16E+01,2.14E+01,4.92E+00,2.52E+01,1.21E+00,2.09E-02,3.80E-01,1.47E-05,1.18E-01,2778.7,3097.4,2.5083,10.5,0.12107,0.74512,126.53,3242.8,0.018236,0.026472,4896.1,0.65209,0.57078,0.30085,1555.8,3.3496,128.85,57304,0.9707,2,0.63868,-0.021375,0.20867,339.78,0.44699,120.34,0.00039979,0.053656,0.14694,0.070901,0.19591,0.26878,0.19199,0.13396,0.091611,0.19249
M1,33,30,F,40,01_Pa_Pr_T2.tsv,2PaMo,2Pr,T2,2Pr,0,01_Pa_Pr_T2.tsv,1,Movement_Partita,Projected,1.67E-04,1.94E-01,7.08E-01,4.67E-01,1.39E-02,3.00E-02,2.33E-01,4.98E+00,4.12E-01,9.41E-23,9.54E-01,1.67E+01,2.64E+00,1.95E+01,1.92E+01,5.69E+00,2.36E+01,1.18E+00,1.52E-02,5.79E-01,1.73E-05,1.35E-01,2848.9,3080.8,2.4441,9.9727,0.12045,0.74812,126.58,3349.5,0.017948,0.030274,5009.2,0.67988,0.5861,0.30311,1608.7,4.7154,155.68,57412,0.97667,2,0.64196,-0.016931,0.2465,360.88,0.4102,127.04,0.0013594,0.088783,0.1592,0.087046,0.1638,0.29178,0.19688,0.096771,0.11676,0.18346
M1,33,30,F,40,01_Pa_Wa_T1.tsv,2PaMo,7Wa,T1,5Nothing,0,01_Pa_Wa_T1.tsv,1,Movement_Partita,Wandering,1.97E-04,2.01E-01,8.82E-01,4.69E-01,1.54E-02,3.01E-02,3.14E-01,2.65E+00,3.95E-01,-9.63E-22,9.56E-01,2.11E+01,4.75E+00,2.67E+01,2.40E+01,9.07E+00,3.14E+01,1.20E+00,1.31E-02,4.90E-01,4.85E-05,5.35E-02,2807.2,3086.1,2.4703,10.381,0.1155,0.73689,126,3139,0.018181,0.032094,5006.5,0.65401,0.54582,0.29253,1411.5,6.5277,155.19,56828,0.89014,2,0.61808,-0.014351,0.18468,361.57,0.41243,126.02,0.0024919,0.074008,0.28949,0.059375,0.22431,0.30524,0.19888,0.072665,0.19306,0.049325
M1,33,30,F,40,01_Pa_Wa_T2.tsv,2PaMo,7Wa,T2,5Nothing,0,01_Pa_Wa_T2.tsv,1,Movement_Partita,Wandering,2.13E-04,1.91E-01,7.42E-01,4.69E-01,1.35E-02,2.65E-02,2.75E-01,3.12E+00,3.93E-01,2.51E-21,9.64E-01,2.28E+01,5.76E+00,2.86E+01,2.53E+01,7.32E+00,3.15E+01,1.17E+00,1.28E-02,4.85E-01,5.34E-05,1.63E-01,2798.7,3011.4,2.5003,10.806,0.11665,0.73893,125.89,3011.4,0.018173,0.029884,4923,0.66975,0.55861,0.30462,1485.8,4.0075,143.56,56712,0.94963,2,0.62654,-0.013934,0.24989,343.08,0.44278,125.1,-2.62E-05,0.07949,0.13388,0.064837,0.13036,0.27243,0.17684,0.096719,0.093432,0.10282
M2,17,5,F,24,02_Ca_Dp_T1.tsv,1CaFl,1Dp,T1,1Dp,0,02_Ca_Dp_T1.tsv,2,Flow_Cantabile,Deadpan,4.02E-05,1.96E-01,2.26E-01,4.65E-01,7.43E-03,1.88E-02,8.44E-02,5.29E+00,4.39E-01,1.77E-21,9.24E-01,3.65E+01,2.14E+01,1.51E+01,3.79E+01,2.25E+01,1.67E+01,1.13E+00,2.19E-02,3.42E-01,1.11E-06,3.20E-01,2951.8,3267.2,2.3404,9.2246,0.10654,0.66944,116.16,3775.8,0.018409,0.016473,5800.5,0.65754,0.58479,0.30602,1621.5,0.073629,35.216,55635,0.56781,2,0.62545,-0.089732,0.15412,294.03,0.3282,141.25,-0.00049536,0.35037,0.4865,0.37888,0.31936,0.33715,0.35219,0.18104,0.25912,0.15522
M2,17,5,F,24,02_Ca_Dp_T2.tsv,1CaFl,1Dp,T2,1Dp,0,02_Ca_Dp_T2.tsv,2,Flow_Cantabile,Deadpan,4.97E-05,1.91E-01,2.14E-01,4.64E-01,6.59E-03,1.82E-02,1.80E-01,4.21E+00,4.28E-01,-3.02E-21,9.27E-01,3.64E+01,2.10E+01,1.54E+01,3.82E+01,2.17E+01,1.73E+01,1.14E+00,3.04E-02,8.47E-02,3.71E-07,1.54E-01,3140.6,3275.6,2.2798,9.2136,0.098133,0.67396,119.1,4302.9,0.018417,0.022011,5850.3,0.71664,0.62233,0.35327,1810.8,0.14163,49.894,55901,0.62889,2,0.63443,-0.091991,0.12646,294.14,0.36728,137.28,-0.0008742,0.20652,0.47911,0.41485,0.38146,0.50536,0.21376,0.17545,0.42602,0.23578
M2,17,5,F,24,02_Ca_Fl_T1.tsv,1CaFl,3Fl,T1,3Cong,0,02_Ca_Fl_T1.tsv,2,Flow_Cantabile,Flow,3.78E-03,1.80E-01,1.86E+00,4.59E-01,6.36E-02,1.06E-01,3.90E-01,2.29E+00,4.43E-01,4.75E-21,9.45E-01,4.61E+01,2.17E+01,2.51E+01,5.53E+01,2.73E+01,3.05E+01,1.12E+00,2.84E-02,1.40E-01,1.72E-05,4.00E-01,2901.2,3265.4,2.3995,9.7005,0.10811,0.68782,118.3,3722.7,0.018181,0.015741,5348.3,0.64338,0.57827,0.28653,1452.3,0.048539,44.189,56208,0.55378,1,0.60371,-0.089864,0.14932,281.63,0.3772,156.34,0.0016335,0.31694,0.31475,0.30364,0.22456,0.29041,0.39343,0.20539,0.34145,0.23384
M2,17,5,F,24,02_Ca_Fl_T2.tsv,1CaFl,3Fl,T2,3Cong,0,02_Ca_Fl_T2.tsv,2,Flow_Cantabile,Flow,3.63E-03,1.84E-01,1.87E+00,4.61E-01,5.82E-02,1.07E-01,3.83E-01,3.14E+00,4.35E-01,1.29E-21,9.40E-01,4.34E+01,2.10E+01,2.35E+01,5.06E+01,2.50E+01,2.83E+01,1.13E+00,2.04E-02,4.61E-01,1.40E-04,1.61E-01,3042.4,3157.2,2.3664,10.168,0.096857,0.67776,120.92,4576.2,0.017913,0.020851,5598.6,0.70036,0.6296,0.31758,1630.1,0.03625,59.781,56535,0.53351,1,0.62574,-0.10214,0.13909,292.76,0.42451,149.65,0.00053372,0.21145,0.53144,0.30277,0.38212,0.52994,0.28037,0.098677,0.27638,0.14178
